Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (N·m),Thrust (N),Voltage (V),Current (A),Motor Electrical Speed (rad/s),Motor Optical Speed (rad/s),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (N/W),Overall Efficiency (N/W),Vibration (g),App message,
0.2314499999999709,1000,,,,-0.06171875,0.99072265625,0.050390625,-0.0006488551014656372,-0.010446078975118829,16.388652992248534,-0.009652351504191758,0,0,0.15818817894739906,0,0,0,0,0.0625,,
0.22939975000003762,1000,,,,-0.0625,0.99072265625,0.05029296875,-0.0006468457485348764,-0.008706156311577515,16.388883113861084,-0.010375085261184722,0,0,0.17003899523576949,0,0,0,0,0.0625,,
0.7130995000000284,1000,,,,-0.0625,0.99140625,0.04912109375,-0.0006464720425824898,-0.008796460441862474,16.389891815185546,-0.010112537173554302,0,0,0.16574252427094704,0,0,0,0,0.0625,,
1.2010000000000205,1000,,,,-0.0625,0.989453125,0.0513671875,-0.0006417545246443316,-0.00990966162636027,16.39050350189209,-0.01293565534055233,0,0,0.21202238047685648,0,0,0,0,0.0625,,
1.6872492500000373,1000,,,,-0.0625,0.9880859375,0.0529296875,-0.0006501585803401241,-0.0092625811622555,16.3911283493042,-0.011454341802746059,0,0,0.19061526907593512,0,0,0,0,0.06201171875,,
2.1744000000000203,1000,,,,-0.0625,0.99033203125,0.05029296875,-0.0006647986193479068,-0.00977177208610479,16.392131042480468,-0.009698854465968907,0,0,0.15941645972987287,0,0,0,0,0.0625,,
2.6586000000000203,1000,,,,-0.0625,0.99150390625,0.049609375,-0.000667640889768407,-0.008687041036095041,16.392663955688477,-0.01203078493475914,0,0,0.19721649429611768,0,0,0,0,0.0625,,
3.144250000000024,1000,,,,-0.0625,0.99248046875,0.04833984375,-0.0006881970464587695,-0.008818252396655792,16.393211078643798,-0.00832895427942276,0,0,0.14140458350240706,0,0,0,0,0.0625,,
3.633799750000029,1200,,,,-0.0564453125,0.98369140625,0.043359375,0.0017437490801458678,-0.009900468990343234,16.390360164642335,0.1035010150074959,0,0,1.875791982971466,0.000139689248567379,0.0012438172415822862,1.084256587850641,0.00007607636802570742,0.06474609375,,
4.124700000000038,1250,,,,-0.03505859375,1.00048828125,0.0095703125,0.03664256984403312,0.28056249569958097,16.368451595306396,0.7313774166069927,125.55898638887999,488.83181690016,11.966759398367419,18.825117582820756,190.27586161724702,0.09618359187516129,0.0310570339456573,0.10693359375,,
4.614900000000032,1250,,,,-0.04345703125,0.983984375,0.01689453125,0.015739652662557592,0.7385845037615997,16.377226257324217,0.44793209036812176,254.25956543136,888.8612814585599,7.335868688122145,13.97435307805784,190.56719442815162,0.0533699636006806,0.10118902250194162,0.1263671875,,
5.106649250000046,1250,,,,-0.05087890625,0.9951171875,0.0193359375,0.014267466135588703,0.7751533505806472,16.377369785308836,0.44530709436163296,260.43803098344,917.7639338716799,7.29295642828834,13.093715978114219,179.78646401306372,0.059243651550314504,0.10647180809408706,0.16357421875,,
5.592299750000029,1250,,,,-0.04853515625,0.9966796875,0.0119140625,0.014121384003210873,0.7889354642035115,16.377219486236573,0.4344128017686306,261.17106926928,918.81113142288,7.114465502372477,12.976788246292866,182.98421615412605,0.06086828309047986,0.1112329567981075,0.17841796875,,
6.08070000000005,1250,,,,-0.04765625,1,0.01640625,0.014150040953750869,0.7941885960554442,16.377219104766844,0.4344825585745274,261.2757890244,916.40257705512,7.1156138985341695,12.967464608836735,182.40976395891659,0.06133160464032484,0.11172671370698935,0.192578125,,
6.5698500000000255,1250,,,,-0.04794921875,0.9984375,0.01533203125,0.01410617492109974,0.7816563294477544,16.377369117736816,0.43763022622093545,260.64747049368,914.09874244248,7.167234217741742,12.894832939347612,180.0799873545215,0.06068199032581153,0.10919745311900748,0.208984375,,
7.055249750000032,1250,,,,-0.04501953125,0.99521484375,0.014453125,0.014202530969596805,0.7836824945745673,16.37711181640625,0.4323332463763653,260.96162975903997,909.17691395184,7.080368692539875,12.913457153514154,182.61489041948352,0.06072760145850712,0.11079619736787928,0.2150390625,,
7.54374975000002,1250,,,,-0.04658203125,0.99833984375,0.0095703125,0.0140679105752916,0.7722717295609552,16.377658653259278,0.4314133604429661,261.17106926928,911.89962758496,7.06554312527885,12.827221101515192,181.91720161566383,0.06022474348479902,0.10953478049645723,0.21494140625,,
8.030600000000023,1250,,,,-0.0517578125,0.9943359375,0.019921875,0.01396079777460344,0.7647808126936647,16.377545738220213,0.4139781360886989,261.90410755512,921.11496603552,6.779946136687573,12.859452660235956,189.74888420065943,0.05951486110015725,0.11284514367099788,0.20498046875,,
8.517299750000026,1250,,,,-0.04560546875,0.999609375,0.0109375,0.013922223177192763,0.7666566511844342,16.37845516204834,0.44222966184839596,261.90410755512,921.11496603552,7.2430398412974295,12.823422499980245,177.06708292649742,0.05982232919098432,0.10586590655908748,0.201171875,,
9.006650000000018,1250,,,,-0.04619140625,0.993359375,0.01591796875,0.013926468666298389,0.7730177660480669,16.377597999572753,0.42462150504812585,262.00882731024,922.16216358672,6.954281541288147,12.841076898590373,184.81235716148637,0.060221748507401016,0.11125822006069486,0.20078125,,
9.500050000000021,1250,,,,-0.0509765625,0.99755859375,0.0146484375,0.014026890452869183,0.7750176240135721,16.378144550323487,0.44842473169788705,260.33331122832,919.2300104433599,7.344370148918114,12.890579005291096,175.77433711779048,0.0601513845991072,0.10565741375112234,0.20166015625,,
9.98825000000002,1250,,,,-0.0498046875,0.99716796875,0.01640625,0.014054285843927542,0.7765628790908706,16.37807970046997,0.453015448655933,261.48522853464,917.2403350960799,7.41952305632076,12.891063088877539,173.80665017265542,0.060284373971690106,0.10471682736966167,0.20107421875,,
10.477499750000026,1250,,,,-0.0451171875,1.00244140625,0.00908203125,0.014243810268148083,0.7730833852469297,16.377147579193114,0.4430928756855427,263.05602486144,921.63856481112,7.256588391680118,13.127544080831006,181.6040424480243,0.05901776724707171,0.10703542440318375,0.2099609375,,
10.969300000000027,1250,,,,-0.044921875,0.9951171875,0.01298828125,0.013942735548789751,0.7708052337445911,16.378226470947265,0.43361934622749676,262.63714584096,918.18281289216,7.101919713977392,12.80133987980796,180.59768767256156,0.0602389912155864,0.10876206295144498,0.2060546875,,
11.461649500000032,1250,,,,-0.04580078125,0.992578125,0.01669921875,0.014057187129987919,0.7731239409940636,16.37800168991089,0.437547392155975,262.74186559608,922.16216358672,7.166156170815144,12.962047735567904,181.3283703126291,0.05968340146194178,0.10814072856251374,0.20302734375,,
11.948849750000019,1250,,,,-0.0474609375,0.9970703125,0.0171875,0.013943979623868836,0.7672073171190189,16.378401947021484,0.43069401880726205,262.84658535119996,914.7270609732,7.054073225477028,12.754991746754635,181.07276925790933,0.06018269506992076,0.10894296581894425,0.20078125,,
12.438250000000021,1250,,,,-0.05107421875,1.00048828125,0.01044921875,0.01388221919110239,0.7621111630456591,16.37820167541504,0.42918993880972256,262.95130510632,921.2196857906399,7.0293557689113895,12.788792281766703,182.15959361388065,0.0596277262887552,0.10856094293299504,0.19521484375,,
12.93225000000002,1250,,,,-0.0462890625,0.9962890625,0.01376953125,0.013891574455775619,0.7639004826092098,16.379167079925537,0.4320551966689526,262.74186559608,925.1990364851999,7.076709713555507,12.85424647924873,181.84963348687873,0.059483510655912494,0.10813582670066363,0.19580078125,,
13.430650000000025,1250.2805779166667,,,,-0.0474609375,0.99111328125,0.0158203125,0.013815760354066736,0.7638345119272053,16.37873010635376,0.4344341178797184,262.42770633071996,915.35537950392,7.11548484182414,12.646545427455285,178.06925397048485,0.06043685334535658,0.10754963162393272,0.19775390625,,
13.92645000000004,1254.4026395833334,,,,-0.043359375,0.99033203125,0.0115234375,0.014788242057251027,0.7745871923506571,16.378148078918457,0.4530265857838093,263.8937829024,926.1415142812799,7.419736142278351,13.696984882469504,185.01680283162196,0.05668116912058215,0.10477826205912115,0.20048828125,,
14.410649500000028,1259.6454231250002,,,,-0.04521484375,1.00029296875,0.0087890625,0.015891312845011198,0.8239365069498544,16.37714900970459,0.49025464406237,270.59584723008,943.94387265168,8.028975778594184,15.005138283001566,187.00122471591055,0.054995245153497956,0.10272697698172124,0.21455078125,,
14.901050000000021,1264.9608089583335,,,,-0.02734375,0.91103515625,0.062109375,0.01732560414874564,0.8705799421002736,16.375486850738525,0.5320293312333526,278.76398812944,985.20345616896,8.712212457608558,17.081803786167047,196.47798028454008,0.051156051679751985,0.10025266721434849,0.3046875,,
15.389200000000026,1270.2512727083335,,,,-0.05009765625,0.99111328125,0.0181640625,0.018239070015126153,0.9427497052401049,16.37453670501709,0.5612656568549577,289.75956241704,1014.7344271128,9.190413467897653,18.50203736041866,202.33654722926153,0.05124265573316882,0.10312989587476605,0.49091796875,,
15.867099750000037,1275.4312283333334,,,,-0.058203125,1.01455078125,0.00908203125,0.018580717955274568,0.9804822316302493,16.373901176452637,0.590933102872223,294.89083041792,1033.4792632792798,9.675841438125945,19.21376853835443,199.36903621676078,0.05124603365162135,0.10180946753854056,0.53115234375,,
16.351650000000028,1280.6750870833334,,,,-0.0521484375,0.99306640625,0.01943359375,0.020280499206324454,1.0380010959321124,16.372261714935302,0.6328904097341004,302.84953180703997,1069.50285904056,10.361793522690002,21.697073861045368,209.57425877724404,0.04800138464750975,0.1004247513142726,0.54599609375,,
16.837850000000024,1285.9439004166666,,,,-0.05419921875,0.99775390625,0.0154296875,0.021368173925591004,1.1206455974417042,16.36999683380127,0.667471188809723,312.69318878831996,1094.8450397796,10.926486395270185,23.397875793382603,214.24556738314237,0.04794602973781289,0.10262000417912774,0.43720703125,,
17.318299750000016,1291.1514702083336,,,,-0.0482421875,0.996875,0.0185546875,0.02220396849529697,1.1748729573061745,16.369017696380617,0.703896096851677,319.29053336088,1125.63264778488,11.522076771488445,24.99709432788368,217.18777371614496,0.04704858569358404,0.1020654379847848,0.30986328125,,
17.799249500000027,1296.3606866666669,,,,-0.05087890625,1.00107421875,0.0142578125,0.022808897115082584,1.2268172989786503,16.36784973144531,0.7148737048171464,324.94540013735997,1139.8745344812,11.7008572413838,26.007994694993336,223.2167069293917,0.04748613080358002,0.10544565655754613,0.3078125,,
18.284899750000033,1301.6170200000001,,,,-0.04677734375,0.99931640625,0.01748046875,0.022143262453654434,1.2174792030152315,16.367678451538087,0.6934242074750367,323.79348283103997,1137.9895788890399,11.349674120726192,25.221431748343544,222.32131366235967,0.04879405431608947,0.10769002113465763,0.3146484375,,
18.773500000000034,1306.9112645833336,,,,-0.0501953125,1.002734375,0.014453125,0.024510078345354493,1.2831795133722528,16.3659387588501,0.7596255545876923,332.48522250599996,1164.4836769344,12.431976110162521,28.54150076980823,230.00829740889586,0.04498120310647643,0.10343305841801874,0.361328125,,
19.25875000000003,1312.17248375,,,,-0.05029296875,1.00693359375,0.0076171875,0.026449641813011692,1.3440931640808762,16.36353931427002,0.8301080768369141,341.49112144632,1202.49694804296,13.58335143561404,31.820207350640516,235.3943624536996,0.04254284190481761,0.09973819824998839,0.3693359375,,
19.74639975000003,1317.44830625,,,,-0.046484375,0.98544921875,0.01640625,0.027735308412199684,1.4593077157421062,16.361264610290526,0.8523161565326157,354.16221181583995,1240.19605988616,13.944901661062284,34.39480341739819,247.66684121269276,0.0424506504183342,0.10507556435261796,0.3142578125,,
20.23420000000003,1322.739839791667,,,,-0.05107421875,0.987109375,0.01640625,0.02900777028584931,1.5441784573977044,16.3596791267395,0.9168172394298019,363.16811075616,1267.31847646224,14.998634721906267,36.78765292687102,247.29453149344604,0.04222738732365522,0.10391915926579827,0.27109375,,
20.716450000000023,1327.9647672916667,,,,-0.02587890625,0.986328125,0.01416015625,0.031111395380087364,1.6155641427596126,16.356079292297363,0.9807602887414397,371.12681214528,1309.31109826536,16.04119339461283,40.75600518493497,254.60538713606175,0.03986880308224918,0.10134947304332724,0.2587890625,,
21.19700000000003,1333.1690952083334,,,,-0.0458984375,1.003515625,0.00263671875,0.03239600308794156,1.722324173001649,16.35417957305908,1.035526255276054,383.69318275968,1352.87451639528,16.9351762120062,43.8301862676528,259.33295972167485,0.03933215228442852,0.1019564271304401,0.2529296875,,
21.679899750000036,1338.3988841666664,,,,-0.05283203125,1.00625,0.01376953125,0.033152328091457815,1.7862014484506696,16.353286743164062,1.0710530762933195,390.18580757712,1366.2786450506399,17.515220418463294,45.2893680581506,259.16630827463166,0.03947417405995443,0.10224613141480042,0.25244140625,,
22.16365000000003,1343.6395091666668,,,,-0.0541015625,0.98740234375,0.0234375,0.03497666944455648,1.872981203198193,16.35029363632202,1.1454941724799572,398.77282749695996,1404.8155149348,18.729114861776694,49.13947951340202,263.5032682524884,0.03814702770454879,0.10042736202235349,0.315234375,,
22.651449750000037,1348.924548125,,,,-0.0490234375,0.991015625,0.009375,0.03749239389075491,1.9602153445366055,16.346993732452393,1.217990854885429,407.88344619239996,1438.4305563283199,19.910327418567242,53.955222281022614,271.9463935869787,0.03645868131941659,0.0990981700102215,0.43310546875,,
23.132199750000023,1354.1337727083337,,,,-0.07080078125,0.94130859375,0.0533203125,0.03860339888175717,2.0647195830115566,16.344307518005373,1.2912068878673015,419.08845999024,1469.2181643335998,21.10380726276181,56.708064703667546,269.64933741625134,0.036458910702911074,0.09815731541863465,0.55078125,,
23.613650000000014,1359.345136875,,,,0.02802734375,0.90322265625,0.01083984375,0.039091322765163666,2.1136878628478484,16.34286117553711,1.2870477770827708,425.05748603207996,1489.3243573166399,21.03406940582557,58.22324937724407,277.57399408265775,0.036352703050686073,0.10076668189712663,0.60869140625,,
